timestamp,datetime,Select Device..._ch1,Select Device..._ch2,Select Device..._ch3,Select Device..._ch4,Select Device..._ch5,Select Device..._ch6
43.08,2026-03-15 15:38:45.732,90.96,75.92,44.82,29.99,25.98,48.79
43.09,2026-03-15 15:38:45.745,90.96,75.99,44.82,29.91,25.93,48.8
43.1,2026-03-15 15:38:45.753,90.96,75.99,44.82,29.91,25.93,48.8
43.11,2026-03-15 15:38:45.763,90.96,75.99,44.82,29.91,25.93,48.8
43.12,2026-03-15 15:38:45.772,90.96,75.99,44.82,29.91,25.93,48.8
43.13,2026-03-15 15:38:45.782,90.96,75.99,44.82,29.91,25.93,48.8
43.14,2026-03-15 15:38:45.793,90.96,75.99,44.82,29.91,25.93,48.8
43.15,2026-03-15 15:38:45.806,90.94,75.99,44.78,29.89,25.87,48.78
43.22,2026-03-15 15:38:45.868,90.94,75.97,44.74,29.84,25.84,48.74
43.22,2026-03-15 15:38:45.873,90.94,75.97,44.74,29.84,25.84,48.74
43.23,2026-03-15 15:38:45.882,90.94,75.97,44.74,29.84,25.84,48.74
43.24,2026-03-15 15:38:45.892,90.94,75.97,44.74,29.84,25.84,48.74
43.25,2026-03-15 15:38:45.902,90.94,75.97,44.74,29.84,25.84,48.74
43.26,2026-03-15 15:38:45.915,90.97,76.0,44.71,29.8,25.8,48.72
43.27,2026-03-15 15:38:45.922,90.97,76.0,44.71,29.8,25.8,48.72
43.28,2026-03-15 15:38:45.933,90.97,76.0,44.71,29.8,25.8,48.72
43.29,2026-03-15 15:38:45.943,90.97,76.0,44.71,29.8,25.8,48.72
43.3,2026-03-15 15:38:45.955,90.97,76.0,44.71,29.8,25.8,48.72
43.35,2026-03-15 15:38:46.003,90.97,75.94,44.67,29.75,25.76,48.67
43.35,2026-03-15 15:38:46.005,90.97,75.94,44.67,29.75,25.76,48.67
43.36,2026-03-15 15:38:46.013,90.97,75.94,44.67,29.75,25.76,48.67
43.37,2026-03-15 15:38:46.025,90.96,75.95,44.66,29.71,25.67,48.67
43.38,2026-03-15 15:38:46.032,90.96,75.95,44.66,29.71,25.67,48.67
43.39,2026-03-15 15:38:46.043,90.96,75.95,44.66,29.71,25.67,48.67
43.4,2026-03-15 15:38:46.053,90.96,75.95,44.66,29.71,25.67,48.67
43.41,2026-03-15 15:38:46.062,90.96,75.95,44.66,29.71,25.67,48.67
43.42,2026-03-15 15:38:46.072,90.96,75.95,44.66,29.71,25.67,48.67
43.43,2026-03-15 15:38:46.086,90.93,76.0,44.78,29.63,25.64,48.63
43.47,2026-03-15 15:38:46.120,90.93,76.0,44.78,29.63,25.64,48.63
43.47,2026-03-15 15:38:46.123,90.93,76.0,44.78,29.63,25.64,48.63
43.48,2026-03-15 15:38:46.133,90.93,76.0,44.78,29.63,25.64,48.63
43.49,2026-03-15 15:38:46.143,90.9,75.99,44.57,29.58,25.59,48.63
43.5,2026-03-15 15:38:46.152,90.9,75.99,44.57,29.58,25.59,48.63
43.51,2026-03-15 15:38:46.163,90.9,75.99,44.57,29.58,25.59,48.63
43.52,2026-03-15 15:38:46.173,90.9,75.99,44.57,29.58,25.59,48.63
43.53,2026-03-15 15:38:46.183,90.9,75.99,44.57,29.58,25.59,48.63
43.54,2026-03-15 15:38:46.195,90.93,75.94,44.56,29.55,25.58,48.62
43.55,2026-03-15 15:38:46.207,90.93,75.94,44.56,29.55,25.58,48.62
43.61,2026-03-15 15:38:46.260,90.92,75.97,44.52,29.52,25.55,48.59
43.61,2026-03-15 15:38:46.262,90.92,75.97,44.52,29.52,25.55,48.59
43.62,2026-03-15 15:38:46.273,90.92,75.97,44.52,29.52,25.55,48.59
43.63,2026-03-15 15:38:46.283,90.92,75.97,44.52,29.52,25.55,48.59
43.64,2026-03-15 15:38:46.293,90.92,75.97,44.52,29.52,25.55,48.59
43.65,2026-03-15 15:38:46.302,90.92,75.97,44.52,29.52,25.55,48.59
43.66,2026-03-15 15:38:46.316,90.93,75.94,44.49,29.48,25.49,48.56
43.67,2026-03-15 15:38:46.323,90.93,75.94,44.49,29.48,25.49,48.56
43.68,2026-03-15 15:38:46.333,90.93,75.94,44.49,29.48,25.49,48.56
43.69,2026-03-15 15:38:46.344,90.93,75.94,44.49,29.48,25.49,48.56
43.73,2026-03-15 15:38:46.383,90.92,75.98,44.46,29.45,25.48,48.56
43.74,2026-03-15 15:38:46.392,90.92,75.98,44.46,29.45,25.48,48.56
43.75,2026-03-15 15:38:46.403,90.92,75.98,44.46,29.45,25.48,48.56
43.76,2026-03-15 15:38:46.412,90.92,75.98,44.46,29.45,25.48,48.56
43.77,2026-03-15 15:38:46.425,90.94,76.0,44.46,29.41,25.44,48.54
43.78,2026-03-15 15:38:46.432,90.94,76.0,44.46,29.41,25.44,48.54
43.79,2026-03-15 15:38:46.443,90.94,76.0,44.46,29.41,25.44,48.54
43.8,2026-03-15 15:38:46.453,90.94,76.0,44.46,29.41,25.44,48.54
43.81,2026-03-15 15:38:46.462,90.94,76.0,44.46,29.41,25.44,48.54
43.83,2026-03-15 15:38:46.481,90.94,76.0,44.42,29.37,25.41,48.5
43.88,2026-03-15 15:38:46.529,90.94,76.0,44.42,29.37,25.41,48.5
43.88,2026-03-15 15:38:46.532,90.94,76.0,44.42,29.37,25.41,48.5
43.89,2026-03-15 15:38:46.545,90.96,75.94,44.37,29.31,25.37,48.47
43.9,2026-03-15 15:38:46.552,90.96,75.94,44.37,29.31,25.37,48.47
43.91,2026-03-15 15:38:46.563,90.96,75.94,44.37,29.31,25.37,48.47
43.92,2026-03-15 15:38:46.572,90.96,75.94,44.37,29.31,25.37,48.47
43.93,2026-03-15 15:38:46.583,90.96,75.94,44.37,29.31,25.37,48.47
43.94,2026-03-15 15:38:46.596,90.91,76.0,44.36,29.28,25.31,48.44
43.95,2026-03-15 15:38:46.603,90.91,76.0,44.36,29.28,25.31,48.44
43.97,2026-03-15 15:38:46.619,90.91,76.0,44.36,29.28,25.31,48.44
44.01,2026-03-15 15:38:46.667,90.9,75.96,44.3,29.23,25.24,48.44
44.02,2026-03-15 15:38:46.672,90.9,75.96,44.3,29.23,25.24,48.44
44.03,2026-03-15 15:38:46.682,90.9,75.96,44.3,29.23,25.24,48.44
44.04,2026-03-15 15:38:46.692,90.9,75.96,44.3,29.23,25.24,48.44
44.05,2026-03-15 15:38:46.702,90.9,75.96,44.3,29.23,25.24,48.44
44.06,2026-03-15 15:38:46.715,90.93,75.99,44.29,29.17,25.22,48.39
44.07,2026-03-15 15:38:46.723,90.93,75.99,44.29,29.17,25.22,48.39
44.08,2026-03-15 15:38:46.732,90.93,75.99,44.29,29.17,25.22,48.39
44.09,2026-03-15 15:38:46.742,90.93,75.99,44.29,29.17,25.22,48.39
44.1,2026-03-15 15:38:46.756,90.93,75.99,44.29,29.17,25.22,48.39
44.15,2026-03-15 15:38:46.802,90.91,75.99,44.24,29.14,25.18,48.39
44.15,2026-03-15 15:38:46.804,90.91,75.99,44.24,29.14,25.18,48.39
44.16,2026-03-15 15:38:46.812,90.91,75.99,44.24,29.14,25.18,48.39
44.17,2026-03-15 15:38:46.825,90.94,75.97,44.24,29.13,25.2,48.37
44.18,2026-03-15 15:38:46.832,90.94,75.97,44.24,29.13,25.2,48.37
44.19,2026-03-15 15:38:46.842,90.94,75.97,44.24,29.13,25.2,48.37
44.2,2026-03-15 15:38:46.852,90.94,75.97,44.24,29.13,25.2,48.37
44.21,2026-03-15 15:38:46.863,90.94,75.97,44.24,29.13,25.2,48.37
44.22,2026-03-15 15:38:46.872,90.94,75.97,44.24,29.13,25.2,48.37
44.24,2026-03-15 15:38:46.889,90.91,75.98,44.22,29.1,25.16,48.36
44.3,2026-03-15 15:38:46.951,90.93,76.0,44.19,29.08,25.12,48.35
44.3,2026-03-15 15:38:46.954,90.93,76.0,44.19,29.08,25.12,48.35
44.31,2026-03-15 15:38:46.963,90.93,76.0,44.19,29.08,25.12,48.35
44.32,2026-03-15 15:38:46.973,90.93,76.0,44.19,29.08,25.12,48.35
44.33,2026-03-15 15:38:46.982,90.93,76.0,44.19,29.08,25.12,48.35
44.34,2026-03-15 15:38:46.994,90.92,75.96,44.16,29.03,25.09,48.32
44.35,2026-03-15 15:38:47.002,90.92,75.96,44.16,29.03,25.09,48.32
44.36,2026-03-15 15:38:47.013,90.92,75.96,44.16,29.03,25.09,48.32
44.37,2026-03-15 15:38:47.023,90.92,75.96,44.16,29.03,25.09,48.32
44.38,2026-03-15 15:38:47.036,90.92,75.96,44.16,29.03,25.09,48.32
44.45,2026-03-15 15:38:47.100,90.93,75.97,44.12,28.98,25.05,48.3
44.45,2026-03-15 15:38:47.104,90.96,75.98,44.12,28.99,25.04,48.28
44.46,2026-03-15 15:38:47.113,90.96,75.98,44.12,28.99,25.04,48.28
44.47,2026-03-15 15:38:47.122,90.96,75.98,44.12,28.99,25.04,48.28
44.48,2026-03-15 15:38:47.133,90.96,75.98,44.12,28.99,25.04,48.28
44.49,2026-03-15 15:38:47.143,90.96,75.98,44.12,28.99,25.04,48.28
44.5,2026-03-15 15:38:47.153,90.96,75.98,44.12,28.99,25.04,48.28
44.51,2026-03-15 15:38:47.166,90.9,75.99,44.09,28.93,25.01,48.26
44.52,2026-03-15 15:38:47.173,90.9,75.99,44.09,28.93,25.01,48.26
44.53,2026-03-15 15:38:47.187,90.9,75.99,44.09,28.93,25.01,48.26
44.59,2026-03-15 15:38:47.243,90.9,75.98,44.05,28.89,24.97,48.24
44.6,2026-03-15 15:38:47.252,90.9,75.98,44.05,28.89,24.97,48.24
44.61,2026-03-15 15:38:47.263,90.9,75.98,44.05,28.89,24.97,48.24
44.62,2026-03-15 15:38:47.275,90.94,76.0,44.03,28.85,24.94,48.21
44.63,2026-03-15 15:38:47.283,90.94,76.0,44.03,28.85,24.94,48.21
44.64,2026-03-15 15:38:47.293,90.94,76.0,44.03,28.85,24.94,48.21
44.65,2026-03-15 15:38:47.303,90.94,76.0,44.03,28.85,24.94,48.21
44.66,2026-03-15 15:38:47.312,90.94,76.0,44.03,28.85,24.94,48.21
44.67,2026-03-15 15:38:47.322,90.94,76.0,44.03,28.85,24.94,48.21
44.69,2026-03-15 15:38:47.341,90.91,75.96,43.98,28.81,24.86,48.19
44.73,2026-03-15 15:38:47.379,90.91,75.96,43.98,28.81,24.86,48.19
44.73,2026-03-15 15:38:47.383,90.91,75.96,43.98,28.81,24.86,48.19
44.74,2026-03-15 15:38:47.394,90.95,75.99,43.94,28.76,24.83,48.19
44.75,2026-03-15 15:38:47.402,90.95,75.99,43.94,28.76,24.83,48.19
44.76,2026-03-15 15:38:47.413,90.95,75.99,43.94,28.76,24.83,48.19
44.77,2026-03-15 15:38:47.423,90.95,75.99,43.94,28.76,24.83,48.19
44.78,2026-03-15 15:38:47.432,90.95,75.99,43.94,28.76,24.83,48.19
44.79,2026-03-15 15:38:47.447,90.94,75.97,43.95,28.72,24.82,48.16
44.8,2026-03-15 15:38:47.452,90.94,75.97,43.95,28.72,24.82,48.16
44.81,2026-03-15 15:38:47.467,90.94,75.97,43.95,28.72,24.82,48.16
44.87,2026-03-15 15:38:47.521,90.9,75.99,43.92,28.72,24.82,48.16
44.87,2026-03-15 15:38:47.524,90.9,75.99,43.92,28.72,24.82,48.16
44.88,2026-03-15 15:38:47.532,90.9,75.99,43.92,28.72,24.82,48.16
44.89,2026-03-15 15:38:47.543,90.9,75.99,43.92,28.72,24.82,48.16
44.9,2026-03-15 15:38:47.553,90.9,75.99,43.92,28.72,24.82,48.16
44.91,2026-03-15 15:38:47.564,90.9,75.96,43.9,28.68,24.78,48.14
44.92,2026-03-15 15:38:47.573,90.9,75.96,43.9,28.68,24.78,48.14
44.93,2026-03-15 15:38:47.582,90.9,75.96,43.9,28.68,24.78,48.14
44.94,2026-03-15 15:38:47.592,90.9,75.96,43.9,28.68,24.78,48.14
44.95,2026-03-15 15:38:47.606,90.9,75.96,43.9,28.68,24.78,48.14
45.02,2026-03-15 15:38:47.675,90.96,75.99,43.84,28.61,24.76,48.08
45.02,2026-03-15 15:38:47.677,90.96,75.99,43.84,28.61,24.76,48.08
45.03,2026-03-15 15:38:47.683,90.96,75.99,43.84,28.61,24.76,48.08
45.04,2026-03-15 15:38:47.692,90.96,75.99,43.84,28.61,24.76,48.08
45.05,2026-03-15 15:38:47.703,90.96,75.99,43.84,28.61,24.76,48.08
45.06,2026-03-15 15:38:47.713,90.96,75.99,43.84,28.61,24.76,48.08
45.07,2026-03-15 15:38:47.723,90.96,75.99,43.84,28.61,24.76,48.08
45.08,2026-03-15 15:38:47.735,90.91,75.98,43.84,28.59,24.69,48.1
45.09,2026-03-15 15:38:47.742,90.91,75.98,43.84,28.59,24.69,48.1
45.1,2026-03-15 15:38:47.757,90.91,75.98,43.84,28.59,24.69,48.1
45.17,2026-03-15 15:38:47.822,90.9,75.95,43.81,28.55,24.66,48.06
45.17,2026-03-15 15:38:47.824,90.9,75.95,43.81,28.55,24.66,48.06
45.18,2026-03-15 15:38:47.832,90.9,75.95,43.81,28.55,24.66,48.06
45.19,2026-03-15 15:38:47.844,90.91,75.96,43.81,28.51,24.61,48.05
45.2,2026-03-15 15:38:47.852,90.91,75.96,43.81,28.51,24.61,48.05
45.21,2026-03-15 15:38:47.863,90.91,75.96,43.81,28.51,24.61,48.05
45.22,2026-03-15 15:38:47.873,90.91,75.96,43.81,28.51,24.61,48.05
45.23,2026-03-15 15:38:47.883,90.91,75.96,43.81,28.51,24.61,48.05
45.24,2026-03-15 15:38:47.892,90.91,75.96,43.81,28.51,24.61,48.05
45.26,2026-03-15 15:38:47.910,90.91,76.02,43.76,28.5,24.55,48.03
45.31,2026-03-15 15:38:47.960,90.9,75.98,43.73,28.43,24.53,47.99
45.31,2026-03-15 15:38:47.963,90.9,75.98,43.73,28.43,24.53,47.99
45.32,2026-03-15 15:38:47.973,90.9,75.98,43.73,28.43,24.53,47.99
45.33,2026-03-15 15:38:47.982,90.9,75.98,43.73,28.43,24.53,47.99
45.34,2026-03-15 15:38:47.994,90.9,75.98,43.73,28.43,24.53,47.99
45.35,2026-03-15 15:38:48.002,90.9,75.98,43.73,28.43,24.53,47.99
45.36,2026-03-15 15:38:48.016,90.97,75.99,43.69,28.37,24.5,47.97
45.37,2026-03-15 15:38:48.023,90.97,75.99,43.69,28.37,24.5,47.97
45.38,2026-03-15 15:38:48.033,90.97,75.99,43.69,28.37,24.5,47.97
45.39,2026-03-15 15:38:48.046,90.97,75.99,43.69,28.37,24.5,47.97
45.45,2026-03-15 15:38:48.102,90.9,75.98,43.69,28.4,24.51,48.0
45.45,2026-03-15 15:38:48.104,90.9,75.98,43.69,28.4,24.51,48.0
45.46,2026-03-15 15:38:48.113,90.9,75.98,43.69,28.4,24.51,48.0
45.47,2026-03-15 15:38:48.123,90.9,75.98,43.69,28.4,24.51,48.0
45.48,2026-03-15 15:38:48.135,90.89,75.99,43.7,28.37,24.48,47.98
45.49,2026-03-15 15:38:48.143,90.89,75.99,43.7,28.37,24.48,47.98
45.5,2026-03-15 15:38:48.153,90.89,75.99,43.7,28.37,24.48,47.98
45.51,2026-03-15 15:38:48.163,90.89,75.99,43.7,28.37,24.48,47.98
45.52,2026-03-15 15:38:48.172,90.89,75.99,43.7,28.37,24.48,47.98
45.54,2026-03-15 15:38:48.189,90.91,76.0,43.63,28.32,24.44,47.93
45.59,2026-03-15 15:38:48.246,90.92,75.99,43.64,28.29,24.43,47.94
45.6,2026-03-15 15:38:48.253,90.92,75.99,43.64,28.29,24.43,47.94
45.61,2026-03-15 15:38:48.262,90.92,75.99,43.64,28.29,24.43,47.94
45.62,2026-03-15 15:38:48.273,90.92,75.99,43.64,28.29,24.43,47.94
45.63,2026-03-15 15:38:48.283,90.92,75.99,43.64,28.29,24.43,47.94
45.64,2026-03-15 15:38:48.293,90.92,75.99,43.64,28.29,24.43,47.94
45.65,2026-03-15 15:38:48.306,90.95,75.99,43.63,28.26,24.37,47.92
45.66,2026-03-15 15:38:48.312,90.95,75.99,43.63,28.26,24.37,47.92
45.67,2026-03-15 15:38:48.322,90.95,75.99,43.63,28.26,24.37,47.92
45.69,2026-03-15 15:38:48.340,90.95,75.99,43.63,28.26,24.37,47.92
45.73,2026-03-15 15:38:48.384,90.91,75.98,43.6,28.21,24.34,47.89
45.74,2026-03-15 15:38:48.392,90.91,75.98,43.6,28.21,24.34,47.89
45.75,2026-03-15 15:38:48.403,90.91,75.98,43.6,28.21,24.34,47.89
45.76,2026-03-15 15:38:48.415,90.93,76.0,43.58,28.2,24.34,47.89
45.77,2026-03-15 15:38:48.423,90.93,76.0,43.58,28.2,24.34,47.89
45.78,2026-03-15 15:38:48.432,90.93,76.0,43.58,28.2,24.34,47.89
45.79,2026-03-15 15:38:48.443,90.93,76.0,43.58,28.2,24.34,47.89
45.8,2026-03-15 15:38:48.453,90.93,76.0,43.58,28.2,24.34,47.89
45.81,2026-03-15 15:38:48.463,90.93,76.0,43.58,28.2,24.34,47.89
45.83,2026-03-15 15:38:48.480,90.92,75.97,43.55,28.14,24.29,47.87
45.89,2026-03-15 15:38:48.543,90.9,75.98,43.52,28.1,24.24,47.86
45.89,2026-03-15 15:38:48.545,90.9,75.98,43.52,28.1,24.24,47.86
45.9,2026-03-15 15:38:48.553,90.9,75.98,43.52,28.1,24.24,47.86
45.91,2026-03-15 15:38:48.562,90.9,75.98,43.52,28.1,24.24,47.86
45.92,2026-03-15 15:38:48.572,90.9,75.98,43.52,28.1,24.24,47.86
45.93,2026-03-15 15:38:48.587,90.93,76.01,43.45,28.05,24.2,47.8
45.94,2026-03-15 15:38:48.592,90.93,76.01,43.45,28.05,24.2,47.8
45.95,2026-03-15 15:38:48.603,90.93,76.01,43.45,28.05,24.2,47.8
45.96,2026-03-15 15:38:48.613,90.93,76.01,43.45,28.05,24.2,47.8
45.97,2026-03-15 15:38:48.626,90.93,76.01,43.45,28.05,24.2,47.8
46.01,2026-03-15 15:38:48.665,90.91,76.04,43.48,28.09,24.21,47.83
46.02,2026-03-15 15:38:48.673,90.91,76.04,43.48,28.09,24.21,47.83
46.03,2026-03-15 15:38:48.683,90.91,76.04,43.48,28.09,24.21,47.83
46.04,2026-03-15 15:38:48.692,90.91,76.04,43.48,28.09,24.21,47.83
46.05,2026-03-15 15:38:48.704,90.92,76.0,43.45,28.03,24.19,47.79
46.06,2026-03-15 15:38:48.713,90.92,76.0,43.45,28.03,24.19,47.79
46.07,2026-03-15 15:38:48.722,90.92,76.0,43.45,28.03,24.19,47.79
46.08,2026-03-15 15:38:48.733,90.92,76.0,43.45,28.03,24.19,47.79
46.09,2026-03-15 15:38:48.742,90.92,76.0,43.45,28.03,24.19,47.79
46.11,2026-03-15 15:38:48.760,90.91,75.99,43.44,27.98,24.16,47.77
46.14,2026-03-15 15:38:48.791,90.91,75.99,43.44,27.98,24.16,47.77
46.14,2026-03-15 15:38:48.792,90.91,75.99,43.44,27.98,24.16,47.77
46.15,2026-03-15 15:38:48.803,90.91,75.99,43.44,27.98,24.16,47.77
46.16,2026-03-15 15:38:48.815,90.92,76.01,43.45,27.99,24.14,47.79
46.17,2026-03-15 15:38:48.822,90.92,76.01,43.45,27.99,24.14,47.79
46.18,2026-03-15 15:38:48.832,90.92,76.01,43.45,27.99,24.14,47.79
46.19,2026-03-15 15:38:48.842,90.92,76.01,43.45,27.99,24.14,47.79
46.2,2026-03-15 15:38:48.853,90.92,76.01,43.45,27.99,24.14,47.79
46.21,2026-03-15 15:38:48.862,90.92,76.01,43.45,27.99,24.14,47.79
46.23,2026-03-15 15:38:48.880,90.88,75.99,43.4,27.97,24.1,47.76
46.27,2026-03-15 15:38:48.920,90.88,75.99,43.4,27.97,24.1,47.76
46.27,2026-03-15 15:38:48.923,90.89,75.99,43.4,27.91,24.08,47.7
46.28,2026-03-15 15:38:48.932,90.89,75.99,43.4,27.91,24.08,47.7
46.29,2026-03-15 15:38:48.943,90.89,75.99,43.4,27.91,24.08,47.7
46.3,2026-03-15 15:38:48.952,90.89,75.99,43.4,27.91,24.08,47.7
46.31,2026-03-15 15:38:48.962,90.89,75.99,43.4,27.91,24.08,47.7
46.32,2026-03-15 15:38:48.973,90.89,75.99,43.4,27.91,24.08,47.7
46.33,2026-03-15 15:38:48.986,90.91,75.99,43.35,27.88,24.07,47.74
46.34,2026-03-15 15:38:48.993,90.91,75.99,43.35,27.88,24.07,47.74
46.36,2026-03-15 15:38:49.008,90.91,75.99,43.35,27.88,24.07,47.74
46.39,2026-03-15 15:38:49.045,90.9,75.99,43.35,27.87,24.04,47.7
46.4,2026-03-15 15:38:49.053,90.9,75.99,43.35,27.87,24.04,47.7
46.41,2026-03-15 15:38:49.063,90.9,75.99,43.35,27.87,24.04,47.7
46.42,2026-03-15 15:38:49.073,90.9,75.99,43.35,27.87,24.04,47.7
46.43,2026-03-15 15:38:49.083,90.9,75.99,43.35,27.87,24.04,47.7
46.44,2026-03-15 15:38:49.095,90.91,75.99,43.33,27.85,23.99,47.67
46.45,2026-03-15 15:38:49.103,90.91,75.99,43.33,27.85,23.99,47.67
46.46,2026-03-15 15:38:49.112,90.91,75.99,43.33,27.85,23.99,47.67
46.47,2026-03-15 15:38:49.122,90.91,75.99,43.33,27.85,23.99,47.67
46.48,2026-03-15 15:38:49.133,90.91,75.99,43.33,27.85,23.99,47.67
46.53,2026-03-15 15:38:49.178,90.95,76.02,43.28,27.79,23.98,47.66
46.53,2026-03-15 15:38:49.182,90.95,76.02,43.28,27.79,23.98,47.66
46.54,2026-03-15 15:38:49.193,90.95,76.02,43.28,27.79,23.98,47.66
46.55,2026-03-15 15:38:49.203,90.95,76.02,43.28,27.79,23.98,47.66
46.56,2026-03-15 15:38:49.215,90.9,76.03,43.27,27.75,23.94,47.65
46.57,2026-03-15 15:38:49.222,90.9,76.03,43.27,27.75,23.94,47.65
46.58,2026-03-15 15:38:49.233,90.9,76.03,43.27,27.75,23.94,47.65
46.59,2026-03-15 15:38:49.242,90.9,76.03,43.27,27.75,23.94,47.65
46.6,2026-03-15 15:38:49.252,90.9,76.03,43.27,27.75,23.94,47.65
46.62,2026-03-15 15:38:49.269,90.87,76.03,43.26,27.75,23.96,47.66
46.66,2026-03-15 15:38:49.310,90.87,76.03,43.26,27.75,23.96,47.66
46.66,2026-03-15 15:38:49.313,90.87,76.03,43.26,27.75,23.96,47.66
46.67,2026-03-15 15:38:49.325,90.91,76.01,43.28,27.73,23.91,47.63
46.68,2026-03-15 15:38:49.332,90.91,76.01,43.28,27.73,23.91,47.63
46.69,2026-03-15 15:38:49.342,90.91,76.01,43.28,27.73,23.91,47.63
46.7,2026-03-15 15:38:49.353,90.91,76.01,43.28,27.73,23.91,47.63
46.71,2026-03-15 15:38:49.363,90.91,76.01,43.28,27.73,23.91,47.63
46.72,2026-03-15 15:38:49.372,90.91,76.01,43.28,27.73,23.91,47.63
46.73,2026-03-15 15:38:49.384,90.93,76.0,43.23,27.7,23.9,47.63
46.75,2026-03-15 15:38:49.399,90.93,76.0,43.23,27.7,23.9,47.63
46.8,2026-03-15 15:38:49.455,90.93,76.02,43.23,27.68,23.88,47.61
46.81,2026-03-15 15:38:49.463,90.93,76.02,43.23,27.68,23.88,47.61
46.82,2026-03-15 15:38:49.473,90.93,76.02,43.23,27.68,23.88,47.61
46.83,2026-03-15 15:38:49.483,90.93,76.02,43.23,27.68,23.88,47.61
46.84,2026-03-15 15:38:49.493,90.91,76.02,43.19,27.63,23.86,47.59
46.85,2026-03-15 15:38:49.502,90.91,76.02,43.19,27.63,23.86,47.59
46.86,2026-03-15 15:38:49.512,90.91,76.02,43.19,27.63,23.86,47.59
46.87,2026-03-15 15:38:49.523,90.91,76.02,43.19,27.63,23.86,47.59
46.88,2026-03-15 15:38:49.532,90.91,76.02,43.19,27.63,23.86,47.59
46.9,2026-03-15 15:38:49.553,90.93,76.0,43.18,27.63,23.84,47.58
46.93,2026-03-15 15:38:49.587,90.93,76.0,43.18,27.63,23.84,47.58
46.94,2026-03-15 15:38:49.593,90.93,76.0,43.18,27.63,23.84,47.58
46.95,2026-03-15 15:38:49.604,90.89,75.99,43.16,27.56,23.8,47.55
46.96,2026-03-15 15:38:49.613,90.89,75.99,43.16,27.56,23.8,47.55
46.97,2026-03-15 15:38:49.622,90.89,75.99,43.16,27.56,23.8,47.55
46.98,2026-03-15 15:38:49.632,90.89,75.99,43.16,27.56,23.8,47.55
46.99,2026-03-15 15:38:49.642,90.89,75.99,43.16,27.56,23.8,47.55
47.0,2026-03-15 15:38:49.652,90.89,75.99,43.16,27.56,23.8,47.55
47.01,2026-03-15 15:38:49.664,90.92,76.03,43.14,27.55,23.77,47.54
47.08,2026-03-15 15:38:49.734,90.95,76.02,43.13,27.51,23.75,47.52
47.13,2026-03-15 15:38:49.784,90.89,76.01,43.1,27.47,23.73,47.52
47.14,2026-03-15 15:38:49.793,90.89,76.01,43.1,27.47,23.73,47.52
47.15,2026-03-15 15:38:49.803,90.89,76.01,43.1,27.47,23.73,47.52
47.16,2026-03-15 15:38:49.812,90.89,76.01,43.1,27.47,23.73,47.52
47.17,2026-03-15 15:38:49.823,90.89,76.01,43.1,27.47,23.73,47.52
47.18,2026-03-15 15:38:49.836,90.91,76.04,43.11,27.48,23.74,47.52
47.19,2026-03-15 15:38:49.842,90.91,76.04,43.11,27.48,23.74,47.52
47.2,2026-03-15 15:38:49.853,90.91,76.04,43.11,27.48,23.74,47.52
47.21,2026-03-15 15:38:49.863,90.91,76.04,43.11,27.48,23.74,47.52
47.22,2026-03-15 15:38:49.877,90.91,76.04,43.11,27.48,23.74,47.52
47.26,2026-03-15 15:38:49.912,90.9,76.02,43.06,27.44,23.69,47.49
47.26,2026-03-15 15:38:49.913,90.9,76.02,43.06,27.44,23.69,47.49
47.27,2026-03-15 15:38:49.922,90.9,76.02,43.06,27.44,23.69,47.49
47.28,2026-03-15 15:38:49.933,90.9,76.02,43.06,27.44,23.69,47.49
47.29,2026-03-15 15:38:49.943,90.9,76.02,43.06,27.44,23.69,47.49
47.3,2026-03-15 15:38:49.953,90.91,76.03,43.07,27.43,23.68,47.48
47.31,2026-03-15 15:38:49.962,90.91,76.03,43.07,27.43,23.68,47.48
47.32,2026-03-15 15:38:49.972,90.91,76.03,43.07,27.43,23.68,47.48
47.33,2026-03-15 15:38:49.982,90.91,76.03,43.07,27.43,23.68,47.48
47.36,2026-03-15 15:38:50.014,90.93,76.02,43.03,27.41,23.66,47.46
47.37,2026-03-15 15:38:50.022,90.93,76.02,43.03,27.41,23.66,47.46
47.38,2026-03-15 15:38:50.033,90.93,76.02,43.03,27.41,23.66,47.46
47.39,2026-03-15 15:38:50.042,90.93,76.02,43.03,27.41,23.66,47.46
47.4,2026-03-15 15:38:50.053,90.93,76.02,43.03,27.41,23.66,47.46
47.41,2026-03-15 15:38:50.064,90.92,76.04,43.03,27.4,23.63,47.47
47.42,2026-03-15 15:38:50.073,90.92,76.04,43.03,27.4,23.63,47.47
47.43,2026-03-15 15:38:50.083,90.92,76.04,43.03,27.4,23.63,47.47
47.44,2026-03-15 15:38:50.093,90.92,76.04,43.03,27.4,23.63,47.47
47.45,2026-03-15 15:38:50.102,90.92,76.04,43.03,27.4,23.63,47.47
47.47,2026-03-15 15:38:50.122,90.94,76.03,43.01,27.36,23.62,47.42
47.53,2026-03-15 15:38:50.178,90.91,75.99,43.0,27.36,23.61,47.4
47.53,2026-03-15 15:38:50.182,90.91,75.99,43.0,27.36,23.61,47.4
47.54,2026-03-15 15:38:50.193,90.91,75.99,43.0,27.36,23.61,47.4
47.55,2026-03-15 15:38:50.203,90.91,75.99,43.0,27.36,23.61,47.4
47.56,2026-03-15 15:38:50.212,90.91,75.99,43.0,27.36,23.61,47.4
